Date,P/E,P/B,Div Yield %,Close,Previous Returns,Returns
13-Feb-23,21.05,4.16,1.42,17770.9,-0.21,-0.48
14-Feb-23,21.21,4.2,1.35,17929.85,-0.48,0.89
15-Feb-23,21.31,4.22,1.41,18015.85,0.89,0.48
16-Feb-23,21.26,4.23,1.38,18035.85,0.48,0.11
17-Feb-23,21.15,4.2,1.4,17944.2,0.11,-0.51
20-Feb-23,21.04,4.18,1.41,17844.6,-0.51,-0.56
21-Feb-23,21.01,4.18,1.38,17826.7,-0.56,-0.1
22-Feb-23,20.69,4.11,1.4,17554.3,-0.1,-1.54
23-Feb-23,20.64,4.1,1.4,17511.25,-1.54,-0.25
24-Feb-23,20.58,4.09,1.42,17465.8,-0.25,-0.26
27-Feb-23,20.49,4.07,1.43,17392.7,-0.26,-0.42
28-Feb-23,20.39,4.05,1.44,17303.95,-0.42,-0.51
01-Mar-23,20.56,4.09,1.43,17450.9,-0.51,0.85
02-Mar-23,20.41,4.06,1.44,17321.9,0.85,-0.74
03-Mar-23,20.73,4.12,1.41,17594.35,-0.74,1.56
06-Mar-23,20.87,4.15,1.41,17711.45,1.56,0.66
08-Mar-23,20.92,4.16,1.4,17754.4,0.66,0.24
09-Mar-23,20.73,4.12,1.41,17589.6,0.24,-0.93
10-Mar-23,20.52,4.08,1.43,17412.9,-0.93,-1.01
13-Mar-23,20.21,4.02,1.45,17154.3,-1.01,-1.5
14-Mar-23,20.08,3.99,1.46,17043.3,-1.5,-0.65
15-Mar-23,20,3.97,1.47,16972.15,-0.65,-0.42
16-Mar-23,20.01,3.98,1.47,16985.6,-0.42,0.08
17-Mar-23,20.15,4,1.46,17100.05,0.08,0.67
20-Mar-23,20.02,3.98,1.47,16988.4,0.67,-0.66
21-Mar-23,20.16,4.01,1.46,17107.5,-0.66,0.7
22-Mar-23,20.21,4.02,1.45,17151.9,0.7,0.26
23-Mar-23,20.12,4,1.46,17076.9,0.26,-0.44
24-Mar-23,19.97,3.97,1.47,16945.05,-0.44,-0.78
27-Mar-23,20.01,3.98,1.47,16985.7,-0.78,0.24
28-Mar-23,19.97,3.97,1.47,16951.7,0.24,-0.2
29-Mar-23,20.13,4,1.46,17080.7,-0.2,0.76
31-Mar-23,20.44,4.06,1.44,17359.75,0.76,1.62
03-Apr-23,20.48,4.07,1.43,17398.05,1.62,0.22
05-Apr-23,20.67,4.11,1.41,17557.05,0.22,0.91
06-Apr-23,20.72,4.12,1.41,17599.15,0.91,0.24
10-Apr-23,20.75,4.13,1.41,17624.05,0.24,0.14
11-Apr-23,20.86,4.15,1.4,17722.3,0.14,0.56
12-Apr-23,20.97,4.17,1.39,17812.4,0.56,0.51
13-Apr-23,20.99,4.17,1.4,17828,0.51,0.09
17-Apr-23,20.82,4.14,1.41,17706.85,0.09,-0.68
18-Apr-23,20.65,4.13,1.41,17660.15,-0.68,-0.26
19-Apr-23,20.6,4.12,1.42,17618.75,-0.26,-0.23
20-Apr-23,20.61,4.13,1.42,17624.45,-0.23,0.03
21-Apr-23,20.61,4.13,1.42,17624.05,0.03,0
24-Apr-23,20.74,4.15,1.41,17743.4,0,0.67
25-Apr-23,20.56,4.16,1.41,17769.25,0.67,0.15
26-Apr-23,20.59,4.17,1.4,17813.6,0.15,0.25
27-Apr-23,20.7,4.19,1.39,17915.05,0.25,0.57
28-Apr-23,20.87,4.23,1.38,18065,0.57,0.83
02-May-23,20.92,4.25,1.38,18147.65,0.83,0.46
03-May-23,21.33,4.23,1.38,18089.85,0.46,-0.32
04-May-23,21.85,4.27,1.37,18255.8,-0.32,0.91
05-May-23,21.62,4.23,1.38,18069,0.91,-1.03
08-May-23,21.77,4.28,1.37,18264.4,-1.03,1.08
09-May-23,21.77,4.28,1.37,18265.95,1.08,0.01
10-May-23,21.88,4.29,1.36,18315.1,0.01,0.27
11-May-23,21.86,4.28,1.36,18297,0.27,-0.1
12-May-23,21.82,4.29,1.28,18314.8,-0.1,0.1
15-May-23,21.92,4.31,1.27,18398.85,0.1,0.46
16-May-23,21.59,4.28,1.48,18286.5,0.46,-0.61
17-May-23,21.47,4.26,1.49,18181.75,-0.61,-0.57
18-May-23,21.39,4.24,1.5,18129.95,-0.57,-0.29
19-May-23,21.48,4.26,1.5,18203.4,-0.29,0.4
22-May-23,21.36,4.29,1.49,18314.4,0.4,0.61
23-May-23,21.41,4.29,1.49,18348,0.61,0.18
24-May-23,21.24,4.28,1.49,18285.4,0.18,-0.34
25-May-23,21.28,4.29,1.43,18321.15,-0.34,0.2
26-May-23,21.54,4.33,1.34,18499.35,0.2,0.97
29-May-23,21.65,4.35,1.34,18598.65,0.97,0.54
30-May-23,21.7,4.36,1.44,18633.85,0.54,0.19
31-May-23,21.59,4.33,1.36,18534.4,0.19,-0.54
01-Jun-23,21.53,4.32,1.36,18487.75,-0.54,-0.25
02-Jun-23,21.58,4.33,1.45,18534.1,-0.25,0.25
05-Jun-23,21.65,4.35,1.44,18593.85,0.25,0.32
06-Jun-23,21.66,4.35,1.44,18599,0.32,0.03
07-Jun-23,21.81,4.38,1.43,18726.4,0.03,0.68
08-Jun-23,21.7,4.36,1.44,18634.55,0.68,-0.49
09-Jun-23,21.62,4.34,1.45,18563.4,-0.49,-0.38
12-Jun-23,21.66,4.35,1.44,18601.5,-0.38,0.21
13-Jun-23,21.79,4.37,1.43,18716.15,0.21,0.61
14-Jun-23,21.84,4.38,1.43,18755.9,0.61,0.21
15-Jun-23,21.76,4.37,1.39,18688.1,0.21,-0.36
16-Jun-23,21.92,4.4,1.39,18826,-0.36,0.74
19-Jun-23,21.84,4.38,1.42,18755.45,0.74,-0.38
20-Jun-23,21.91,4.4,1.4,18816.7,-0.38,0.33
21-Jun-23,21.96,4.41,1.4,18856.85,0.33,0.21
22-Jun-23,21.85,4.39,1.44,18771.25,0.21,-0.45
23-Jun-23,21.73,4.36,1.45,18665.5,-0.45,-0.56
26-Jun-23,21.76,4.37,1.45,18691.2,-0.56,0.14
27-Jun-23,21.9,4.4,1.44,18817.4,0.14,0.67
28-Jun-23,22.08,4.43,1.43,18972.1,0.67,0.82
30-Jun-23,22.36,4.5,1.41,19189.05,0.82,1.14
03-Jul-23,22.51,4.53,1.4,19322.55,1.14,0.69
04-Jul-23,22.59,4.54,1.38,19389,0.69,0.34
05-Jul-23,22.6,4.55,1.38,19398.5,0.34,0.05
06-Jul-23,22.72,4.57,1.37,19497.3,0.05,0.51
07-Jul-23,22.52,4.53,1.39,19331.8,0.51,-0.85
10-Jul-23,22.55,4.54,1.38,19355.9,-0.85,0.12
11-Jul-23,22.65,4.56,1.38,19439.4,0.12,0.43
12-Jul-23,22.58,4.54,1.38,19384.3,0.43,-0.28
13-Jul-23,23.81,4.74,1.32,19413.75,-0.28,0.15
14-Jul-23,23.96,4.78,1.3,19564.5,0.15,0.77
17-Jul-23,24.14,4.82,1.29,19711.45,0.77,0.75
18-Jul-23,24.18,4.83,1.28,19749.25,0.75,0.19
19-Jul-23,24.09,4.85,1.27,19833.15,0.19,0.42
20-Jul-23,24.24,4.88,1.28,19979.15,0.42,0.73
21-Jul-23,23.95,4.82,1.27,19745,0.73,-1.18
24-Jul-23,23.83,4.81,1.28,19672.35,-1.18,-0.37
25-Jul-23,23.55,4.81,1.28,19680.6,-0.37,0.04
26-Jul-23,23.97,4.83,1.27,19778.3,0.04,0.5
27-Jul-23,23.83,4.8,1.28,19659.9,0.5,-0.6
28-Jul-23,22.91,4.8,1.29,19646.05,-0.6,-0.07
31-Jul-23,23.01,4.83,1.28,19753.8,-0.07,0.55
01-Aug-23,22.96,4.82,1.28,19733.55,0.55,-0.1
02-Aug-23,22.72,4.73,1.33,19526.55,-0.1,-1.05
03-Aug-23,22.55,4.69,1.35,19381.65,-1.05,-0.74
04-Aug-23,22.71,4.72,1.34,19517,-0.74,0.7
07-Aug-23,22.83,4.74,1.34,19597.3,0.7,0.41
08-Aug-23,22.73,4.73,1.31,19570.85,0.41,-0.14
09-Aug-23,22.81,4.75,1.37,19632.55,-0.14,0.31
10-Aug-23,22.77,4.73,1.36,19543.1,0.31,-0.46
11-Aug-23,22.63,4.7,1.38,19428.3,-0.46,-0.59
14-Aug-23,22.64,4.7,1.39,19434.55,-0.59,0.03
16-Aug-23,22.52,4.68,1.39,19465,0.03,0.16
17-Aug-23,22.39,4.66,1.39,19365.25,0.16,-0.51
18-Aug-23,22.32,4.64,1.36,19310.15,-0.51,-0.28
21-Aug-23,22.42,4.66,1.37,19393.6,-0.28,0.43
22-Aug-23,22.13,4.55,1.37,19396.45,0.43,0.01
23-Aug-23,22.19,4.56,1.37,19444,0.01,0.24
24-Aug-23,22.12,4.47,1.37,19386.7,0.24,-0.3
25-Aug-23,21.98,4.44,1.38,19265.8,-0.3,-0.63
28-Aug-23,22.03,4.43,1.38,19306.05,-0.63,0.21
29-Aug-23,22.07,4.42,1.38,19342.65,0.21,0.19
30-Aug-23,22.07,4.42,1.38,19347.45,0.19,0.02
31-Aug-23,21.97,4.4,1.38,19253.8,0.02,-0.49
01-Sep-23,22.17,4.44,1.37,19435.3,-0.49,0.94
04-Sep-23,22.28,4.46,1.36,19528.8,0.94,0.48
05-Sep-23,22.33,4.46,1.36,19574.9,0.48,0.24
06-Sep-23,22.37,4.43,1.36,19611.05,0.24,0.18
07-Sep-23,22.28,4.41,1.36,19727.05,0.18,0.59
08-Sep-23,22.39,4.43,1.36,19819.95,0.59,0.47
11-Sep-23,22.59,4.46,1.35,19996.35,0.47,0.89
12-Sep-23,22.58,4.44,1.35,19993.2,0.89,-0.02
13-Sep-23,22.67,4.46,1.34,20070,-0.02,0.38
14-Sep-23,22.71,4.47,1.34,20103.1,0.38,0.16
15-Sep-23,22.81,4.47,1.33,20192.35,0.16,0.44
18-Sep-23,22.74,4.46,1.34,20133.3,0.44,-0.29
20-Sep-23,22.48,4.41,1.35,19901.4,-0.29,-1.16
21-Sep-23,22.3,4.37,1.36,19742.35,-1.16,-0.8
22-Sep-23,22.22,4.36,1.37,19674.25,-0.8,-0.35
25-Sep-23,22.22,4.36,1.37,19674.55,-0.35,0
26-Sep-23,22.21,4.35,1.37,19664.7,0,-0.05
27-Sep-23,22.27,4.36,1.36,19716.45,-0.05,0.26
28-Sep-23,22.05,4.31,1.38,19523.55,0.26,-0.98
29-Sep-23,22.21,3.45,1.37,19638.3,-0.98,0.59
03-Oct-23,22.09,3.43,1.38,19528.75,0.59,-0.56
04-Oct-23,21.98,3.41,1.38,19436.1,-0.56,-0.48
05-Oct-23,22.11,3.43,1.37,19545.75,-0.48,0.56
06-Oct-23,22.23,3.45,1.37,19653.5,0.56,0.55
09-Oct-23,22.07,3.42,1.38,19512.35,0.55,-0.72
10-Oct-23,22.27,3.46,1.36,19689.85,-0.72,0.91
11-Oct-23,22.41,3.48,1.36,19811.35,0.91,0.62
12-Oct-23,22.39,3.47,1.36,19794,0.62,-0.09
13-Oct-23,22.33,3.47,1.36,19751.05,-0.09,-0.22
16-Oct-23,22.29,3.46,1.36,19731.75,-0.22,-0.1
17-Oct-23,22.38,3.48,1.35,19811.5,-0.1,0.4
18-Oct-23,21.87,3.45,1.36,19671.1,0.4,-0.71
19-Oct-23,21.77,3.44,1.36,19624.7,-0.71,-0.24
20-Oct-23,21.68,3.43,1.38,19542.65,-0.24,-0.42
23-Oct-23,21.36,3.38,1.4,19281.75,-0.42,-1.34
25-Oct-23,20.92,3.36,1.48,19122.15,-1.34,-0.83
26-Oct-23,20.63,3.31,1.51,18857.25,-0.83,-1.39
27-Oct-23,20.84,3.34,1.42,19047.25,-1.39,1
30-Oct-23,20.9,3.36,1.41,19140.9,1,0.49
31-Oct-23,20.45,3.35,1.41,19079.6,0.49,-0.32
01-Nov-23,20.4,3.33,1.41,18989.15,-0.32,-0.48
02-Nov-23,20.77,3.36,1.42,19133.25,-0.48,0.76
03-Nov-23,20.88,3.37,1.43,19230.6,0.76,0.51
06-Nov-23,20.96,3.41,1.42,19411.75,0.51,0.94
07-Nov-23,20.92,3.41,1.42,19406.7,0.94,-0.03
08-Nov-23,20.97,3.41,1.42,19443.5,-0.03,0.19
09-Nov-23,20.91,3.4,1.41,19395.3,0.19,-0.25
10-Nov-23,20.95,3.41,1.4,19425.35,-0.25,0.15
12-Nov-23,21.05,3.43,1.4,19525.55,0.15,0.51
13-Nov-23,20.96,3.41,1.4,19443.55,0.51,-0.42
15-Nov-23,21.05,3.45,1.33,19675.45,-0.42,1.19
16-Nov-23,21.13,3.47,1.34,19765.2,1.19,0.46
17-Nov-23,21.1,3.46,1.34,19731.8,0.46,-0.17
20-Nov-23,21.06,3.46,1.35,19694,-0.17,-0.19
21-Nov-23,21.14,3.47,1.38,19783.4,-0.19,0.45
22-Nov-23,21.17,3.47,1.38,19811.85,0.45,0.14
23-Nov-23,21.16,3.47,1.38,19802,0.14,-0.05
24-Nov-23,21.15,3.47,1.38,19794.7,-0.05,-0.04
28-Nov-23,21.26,3.49,1.37,19889.7,-0.04,0.48
29-Nov-23,21.48,3.52,1.36,20096.6,0.48,1.03
30-Nov-23,21.52,3.53,1.35,20133.15,1.03,0.18
01-Dec-23,21.66,3.55,1.34,20267.9,0.18,0.67
04-Dec-23,22.11,3.63,1.32,20686.8,0.67,2.05
05-Dec-23,22.29,3.66,1.31,20855.1,2.05,0.81
06-Dec-23,22.38,3.67,1.3,20937.7,0.81,0.4
07-Dec-23,22.34,3.67,1.3,20901.15,0.4,-0.17
08-Dec-23,22.41,3.68,1.3,20969.4,-0.17,0.33
11-Dec-23,22.44,3.68,1.3,20997.1,0.33,0.13
12-Dec-23,22.34,3.67,1.33,20906.4,0.13,-0.43
13-Dec-23,22.36,3.67,1.32,20926.35,-0.43,0.1
14-Dec-23,22.63,3.71,1.31,21182.7,0.1,1.22
15-Dec-23,22.92,3.76,1.29,21456.65,1.22,1.28
18-Dec-23,22.88,3.76,1.29,21418.65,1.28,-0.18
19-Dec-23,22.92,3.76,1.29,21453.1,-0.18,0.16
20-Dec-23,22.6,3.71,1.31,21150.15,0.16,-1.42
21-Dec-23,22.71,3.73,1.3,21255.05,-1.42,0.49
22-Dec-23,22.81,3.74,1.3,21349.4,0.49,0.44
26-Dec-23,22.91,3.76,1.29,21441.35,0.44,0.43
27-Dec-23,23.14,3.8,1.28,21654.75,0.43,0.99
28-Dec-23,23.27,3.82,1.27,21778.7,0.99,0.57
29-Dec-23,23.17,3.81,1.28,21731.4,0.57,-0.22
01-Jan-24,23.18,3.81,1.28,21741.9,-0.22,0.05
02-Jan-24,23.1,3.79,1.28,21665.8,0.05,-0.35
03-Jan-24,22.94,3.77,1.29,21517.35,-0.35,-0.69
04-Jan-24,23.09,3.79,1.28,21658.6,-0.69,0.65
05-Jan-24,23.15,3.8,1.28,21710.8,0.65,0.24
08-Jan-24,22.94,3.77,1.29,21513,0.24,-0.92
09-Jan-24,22.97,3.77,1.29,21544.85,-0.92,0.15
10-Jan-24,23.05,3.79,1.29,21618.7,0.15,0.34
11-Jan-24,23.08,3.79,1.29,21647.2,0.34,0.13
12-Jan-24,23.34,3.83,1.27,21894.55,0.13,1.14
15-Jan-24,23.59,3.87,1.26,22097.45,1.14,0.92
16-Jan-24,23.52,3.86,1.18,22032.3,0.92,-0.3
17-Jan-24,23.03,3.78,1.21,21571.95,-0.3,-2.11
18-Jan-24,22.64,3.76,1.21,21462.25,-2.11,-0.51
19-Jan-24,22.79,3.79,1.24,21622.4,-0.51,0.74
20-Jan-24,22.73,3.78,1.24,21571.8,0.74,-0.23
23-Jan-24,22.31,3.72,1.26,21238.8,-0.23,-1.56
24-Jan-24,22.39,3.76,1.25,21453.95,-1.56,1.01
25-Jan-24,22.27,3.74,1.25,21352.6,1.01,-0.47
29-Jan-24,22.58,3.81,1.23,21737.6,-0.47,1.79
30-Jan-24,22.31,3.77,1.24,21522.1,1.79,-1
31-Jan-24,22.46,3.81,1.23,21725.7,-1,0.94
01-Feb-24,22.38,3.8,1.23,21697.45,0.94,-0.13
02-Feb-24,22.51,3.83,1.22,21853.8,-0.13,0.72
05-Feb-24,22.39,3.81,1.21,21771.7,0.72,-0.38
06-Feb-24,22.66,3.84,1.21,21929.4,-0.38,0.72
07-Feb-24,22.66,3.84,1.21,21930.5,0.72,0.01
08-Feb-24,22.45,3.8,1.24,21717.95,0.01,-0.97
09-Feb-24,22.51,3.82,1.24,21782.5,-0.97,0.3
12-Feb-24,22.38,3.79,1.25,21616.05,0.3,-0.77
13-Feb-24,22.5,3.81,1.25,21743.25,-0.77,0.59
14-Feb-24,22.59,3.83,1.24,21840.05,0.59,0.44
15-Feb-24,22.62,3.84,1.21,21910.75,0.44,0.32
16-Feb-24,22.76,3.86,1.22,22040.7,0.32,0.59
19-Feb-24,22.84,3.88,1.2,22122.25,0.59,0.37
20-Feb-24,22.92,3.89,1.21,22196.95,0.37,0.34
21-Feb-24,22.77,3.86,1.23,22055.05,0.34,-0.64
22-Feb-24,22.94,3.89,1.22,22217.45,-0.64,0.73
23-Feb-24,22.93,3.89,1.22,22212.7,0.73,-0.02
26-Feb-24,22.84,3.87,1.21,22122.05,-0.02,-0.41
27-Feb-24,22.92,3.89,1.21,22198.35,-0.41,0.34
28-Feb-24,22.66,3.84,1.22,21951.15,0.34,-1.12
29-Feb-24,22.7,3.85,1.22,21982.8,-1.12,0.14
01-Mar-24,23.06,3.91,1.2,22338.75,0.14,1.61
